Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
4931;Stuttgart-Echterdingen;R1;22.03.2005-21:00;22.03.2005-22:00;1;;eor;                                                                                                                                
4931;Stuttgart-Echterdingen;R1;25.06.2005-01:00;25.06.2005-03:00;2;;eor;                                                                                                                                
4931;Stuttgart-Echterdingen;R1;05.03.2006-08:00;05.03.2006-10:00;2;;eor;                                                                                                                                
4931;Stuttgart-Echterdingen;R1;03.12.2008-13:00;03.12.2008-14:00;1;;eor;                                                                                                                                
4931;Stuttgart-Echterdingen;R1;09.12.2012-11:00;10.12.2012-06:00;19;;eor;                                                                                                                               
4931;Stuttgart-Echterdingen;R1;03.02.2013-20:00;04.02.2013-06:00;10;;eor;                                                                                                                               
4931;Stuttgart-Echterdingen;R1;16.12.2018-05:00;16.12.2018-08:00;3;;eor;                                                                                                                                
4931;Stuttgart-Echterdingen;R1;16.12.2018-10:00;16.12.2018-11:00;1;;eor;                                                                                                                                
4931;Stuttgart-Echterdingen;R1;28.01.2020-14:00;28.01.2020-15:00;1;;eor;                                                                                                                                
4931;Stuttgart-Echterdingen;R1;28.01.2020-17:00;28.01.2020-18:00;1;;eor;                                                                                                                                
4931;Stuttgart-Echterdingen;R1;15.08.2022-16:00;15.08.2022-17:00;1;;eor;                                                                                                                                
4931;Stuttgart-Echterdingen;R1;05.07.2023-03:00;05.07.2023-05:00;2;;eor;                                                                                                                                
4931;Stuttgart-Echterdingen;R1;05.07.2023-07:00;05.07.2023-10:00;3;;eor;                                                                                                                                
4931;Stuttgart-Echterdingen;R1;07.11.2023-11:00;07.11.2023-12:00;1;;eor;                                                                                                                                
4931;Stuttgart-Echterdingen;R1;20.12.2023-02:00;20.12.2023-10:00;8;;eor;                                                                                                                                
4931;Stuttgart-Echterdingen;R1;04.01.2024-11:00;04.01.2024-13:00;2;;eor;                                                                                                                                
4931;Stuttgart-Echterdingen;R1;05.01.2024-13:00;05.01.2024-14:00;1;;eor;                                                                                                                                
4931;Stuttgart-Echterdingen;RS_IND;22.10.1995-19:00;22.10.1995-20:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;08.11.1995-19:00;08.11.1995-20:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;12.11.1995-09:00;12.11.1995-10:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;30.01.1996-16:00;30.01.1996-17:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;14.03.1996-12:00;14.03.1996-13:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;16.04.1996-10:00;16.04.1996-11:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;01.11.1996-23:00;02.11.1996-00:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;25.03.1997-14:00;25.03.1997-15:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;04.09.1997-03:00;04.09.1997-05:00;2;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;23.09.1997-22:00;23.09.1997-23:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;29.09.1997-10:00;29.09.1997-11:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;24.10.1997-09:00;24.10.1997-11:00;2;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;01.02.1998-10:00;01.02.1998-11:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;09.08.1998-04:00;09.08.1998-05:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;17.10.1998-06:00;17.10.1998-07:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;17.12.1998-15:00;17.12.1998-16:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;21.12.1998-05:00;21.12.1998-06:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;23.12.1998-08:00;23.12.1998-09:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;29.12.1998-10:00;29.12.1998-11:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;02.01.1999-07:00;02.01.1999-10:00;3;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;11.03.1999-16:00;11.03.1999-17:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;23.08.2000-06:00;23.08.2000-08:00;2;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;04.12.2000-16:00;05.12.2000-03:00;11;;eor;                                                                                                                           
4931;Stuttgart-Echterdingen;RS_IND;05.12.2000-23:00;06.12.2000-02:00;3;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;01.04.2001-00:00;01.04.2001-11:00;11;;eor;                                                                                                                           
4931;Stuttgart-Echterdingen;RS_IND;01.04.2001-13:00;01.04.2001-17:00;4;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;01.04.2001-19:00;01.04.2001-23:00;4;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;02.04.2001-01:00;02.04.2001-05:00;4;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;02.04.2001-07:00;02.04.2001-11:00;4;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;02.04.2001-13:00;02.04.2001-17:00;4;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;02.04.2001-19:00;02.04.2001-23:00;4;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;04.04.2001-11:00;04.04.2001-12:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;08.05.2001-08:00;08.05.2001-09:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;28.06.2001-11:00;28.06.2001-12:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;22.03.2005-21:00;22.03.2005-22:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;25.06.2005-01:00;25.06.2005-03:00;2;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;05.03.2006-08:00;05.03.2006-10:00;2;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;03.12.2008-13:00;03.12.2008-14:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;09.12.2012-11:00;10.12.2012-06:00;19;;eor;                                                                                                                           
4931;Stuttgart-Echterdingen;RS_IND;03.02.2013-20:00;04.02.2013-06:00;10;;eor;                                                                                                                           
4931;Stuttgart-Echterdingen;RS_IND;16.12.2018-05:00;16.12.2018-08:00;3;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;16.12.2018-10:00;16.12.2018-11:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;28.01.2020-14:00;28.01.2020-15:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;28.01.2020-17:00;28.01.2020-18:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;15.08.2022-16:00;15.08.2022-17:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;05.07.2023-03:00;05.07.2023-05:00;2;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;05.07.2023-07:00;05.07.2023-10:00;3;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;07.11.2023-11:00;07.11.2023-12:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;20.12.2023-02:00;20.12.2023-10:00;8;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;04.01.2024-11:00;04.01.2024-13:00;2;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;RS_IND;05.01.2024-13:00;05.01.2024-14:00;1;;eor;                                                                                                                            
4931;Stuttgart-Echterdingen;WRTR;04.04.2001-14:00;04.04.2001-15:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;08.05.2001-08:00;08.05.2001-09:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;12.06.2001-18:00;12.06.2001-19:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;15.06.2001-18:00;15.06.2001-19:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;14.07.2001-17:00;14.07.2001-18:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;14.08.2001-08:00;14.08.2001-09:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;18.08.2001-03:00;18.08.2001-04:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;31.08.2001-05:00;31.08.2001-06:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;03.09.2001-02:00;03.09.2001-03:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;23.09.2001-05:00;23.09.2001-06:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;06.11.2001-11:00;06.11.2001-12:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;03.12.2001-02:00;03.12.2001-03:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;03.12.2001-17:00;03.12.2001-18:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;10.12.2001-21:00;10.12.2001-22:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;16.12.2001-11:00;16.12.2001-12:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;31.12.2001-05:00;31.12.2001-06:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;07.01.2002-11:00;07.01.2002-12:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;03.02.2002-03:00;03.02.2002-04:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;14.03.2002-02:00;14.03.2002-03:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;15.03.2002-12:00;15.03.2002-15:00;3;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;14.04.2002-09:00;14.04.2002-10:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;24.06.2002-00:00;24.06.2002-01:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;29.06.2002-06:00;29.06.2002-07:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;16.10.2002-05:00;16.10.2002-06:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;16.11.2002-03:00;16.11.2002-04:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;28.11.2002-18:00;28.11.2002-19:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;22.01.2003-02:00;22.01.2003-03:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;09.02.2003-21:00;09.02.2003-22:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;10.02.2003-05:00;10.02.2003-06:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;04.03.2003-15:00;04.03.2003-16:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;19.03.2003-02:00;19.03.2003-03:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;13.04.2003-14:00;13.04.2003-15:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;09.10.2003-12:00;09.10.2003-13:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;28.11.2003-06:00;28.11.2003-07:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;21.12.2003-02:00;21.12.2003-03:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;03.02.2004-11:00;03.02.2004-12:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;02.06.2004-23:00;03.06.2004-00:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;20.06.2004-08:00;20.06.2004-09:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;25.06.2004-05:00;25.06.2004-06:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;13.07.2004-03:00;13.07.2004-04:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;29.09.2004-21:00;29.09.2004-22:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;24.10.2004-21:00;24.10.2004-22:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;30.10.2004-05:00;30.10.2004-06:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;16.11.2004-00:00;16.11.2004-01:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;29.12.2004-03:00;29.12.2004-04:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;25.01.2005-08:00;25.01.2005-09:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;11.04.2005-11:00;11.04.2005-12:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;04.07.2005-14:00;04.07.2005-15:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;14.08.2005-17:00;14.08.2005-18:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;22.08.2005-08:00;22.08.2005-09:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;27.10.2005-05:00;27.10.2005-06:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;27.02.2006-20:00;27.02.2006-21:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;27.03.2006-09:00;27.03.2006-10:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;24.04.2006-05:00;24.04.2006-06:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;04.06.2006-08:00;04.06.2006-09:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;15.07.2006-20:00;15.07.2006-21:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;29.07.2006-23:00;30.07.2006-00:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;25.01.2007-17:00;25.01.2007-18:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;02.03.2007-02:00;02.03.2007-03:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;20.08.2007-20:00;20.08.2007-21:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;14.09.2007-02:00;14.09.2007-03:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;09.10.2007-08:00;09.10.2007-10:00;2;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;13.05.2008-00:00;13.05.2008-01:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;31.05.2008-15:00;31.05.2008-16:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;10.10.2008-08:00;10.10.2008-09:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;03.12.2008-12:00;03.12.2008-15:00;3;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;14.02.2009-12:00;14.02.2009-13:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;30.06.2020-08:00;30.06.2020-09:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;20.11.2020-20:00;20.11.2020-21:00;1;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;20.05.2022-20:00;21.05.2022-03:00;7;;eor;                                                                                                                              
4931;Stuttgart-Echterdingen;WRTR;21.05.2022-14:00;22.05.2022-03:00;13;;eor;                                                                                                                             
4931;Stuttgart-Echterdingen;WRTR;22.05.2022-14:00;23.05.2022-03:00;13;;eor;                                                                                                                             
4931;Stuttgart-Echterdingen;WRTR;23.05.2022-14:00;24.05.2022-03:00;13;;eor;                                                                                                                             
4931;Stuttgart-Echterdingen;WRTR;24.05.2022-14:00;25.05.2022-03:00;13;;eor;                                                                                                                             
4931;Stuttgart-Echterdingen;WRTR;25.05.2022-14:00;26.05.2022-03:00;13;;eor;                                                                                                                             
4931;Stuttgart-Echterdingen;WRTR;26.05.2022-14:00;27.05.2022-03:00;13;;eor;                                                                                                                             
4931;Stuttgart-Echterdingen;WRTR;27.05.2022-14:00;28.05.2022-03:00;13;;eor;                                                                                                                             
4931;Stuttgart-Echterdingen;WRTR;28.05.2022-14:00;29.05.2022-03:00;13;;eor;                                                                                                                             
4931;Stuttgart-Echterdingen;WRTR;29.05.2022-14:00;30.05.2022-03:00;13;;eor;                                                                                                                             
4931;Stuttgart-Echterdingen;WRTR;30.05.2022-14:00;31.05.2022-03:00;13;;eor;                                                                                                                             
4931;Stuttgart-Echterdingen;WRTR;31.05.2022-14:00;01.06.2022-06:00;16;;eor;                                                                                                                             
4931;Stuttgart-Echterdingen;WRTR;01.06.2022-08:00;19.09.2023-07:00;11399;;eor;                                                                                                                          
4931;Stuttgart-Echterdingen;WRTR;19.09.2023-09:00;20.09.2023-05:00;20;;eor;                                                                                                                             
4931;Stuttgart-Echterdingen;WRTR;20.09.2023-07:00;20.09.2023-11:00;4;;eor;                                                                                                                              
generiert: 03.04.2024 --  Deutscher Wetterdienst  --                                                                                                                                                    
